,RUC,Company_Name,DESCRIPTION_CIIU,CIIU,District,UBIGEO,Sector,PERIOD,PUBLICATION_DATE
484,20132515680,ICH CORP S.A.,ELAB DE OTROS PROD. ALIMENTICIOS.,1549,VILLA EL SALVADOR,150142,MANUFACTURA,2021,2023-06-26
485,20505070179,FERYMAR S.A.C,ELAB DE OTROS PROD. ALIMENTICIOS.,1549,VILLA EL SALVADOR,150142,MANUFACTURA,2021,2023-06-26
486,20418767279,NEGOCIACIONES HAROL S E.I.R.L.,ELAB DE OTROS PROD. ALIMENTICIOS.,1549,ATE,150103,MANUFACTURA,2021,2023-06-26
488,20518413288,INDUSTRIAS DEL RIO SOCIEDAD ANONIMA CERRADA - INDUSTRIAS DEL RIO S.A.C.,ELAB DE OTROS PROD. ALIMENTICIOS.,1549,ATE,150103,MANUFACTURA,2021,2023-06-26
489,20600617266,FRAJOREY E.I.R.L.,ELAB DE OTROS PROD. ALIMENTICIOS.,1549,ATE,150103,MANUFACTURA,2021,2023-06-26
490,20329689027,MANUFACTURA DE ALIMENTOS S.A. (MALSA),ELAB DE OTROS PROD. ALIMENTICIOS.,1549,ATE,150103,MANUFACTURA,2021,2023-06-26
491,20472567803,MULTIFOODS S.A.C.,ELAB DE OTROS PROD. ALIMENTICIOS.,1549,CHORRILLOS,150108,MANUFACTURA,2021,2023-06-26
492,20516378876,ALGARROBOS ORGANICOS DEL PERU SOCIEDAD ANONIMA CERRADA,ELAB DE OTROS PROD. ALIMENTICIOS.,1549,BARRANCO,150104,MANUFACTURA,2021,2023-06-26
493,20125230173,EMBUTIDOS EL GORDITO EIRL,ELAB DE OTROS PROD. ALIMENTICIOS.,1549,PUENTE PIEDRA,150125,MANUFACTURA,2021,2023-06-26
494,20293095664,FITOVIT SOCIEDAD ANONIMA CERRADA,ELAB DE OTROS PROD. ALIMENTICIOS.,1549,CHORRILLOS,150108,MANUFACTURA,2021,2023-06-26
495,20291939083,INKA CROPS S.A.,ELAB DE OTROS PROD. ALIMENTICIOS.,1549,SAN JUAN DE LURIGANCHO,150132,MANUFACTURA,2021,2023-06-26
496,20457055103,NATURAL PERU SOCIEDAD ANONIMA CERRADA,ELAB DE OTROS PROD. ALIMENTICIOS.,1549,LURIGANCHO,150118,MANUFACTURA,2021,2023-06-26
497,20507418776,SOLRAC S.A.C.,ELAB DE OTROS PROD. ALIMENTICIOS.,1549,SANTA ANITA,150137,MANUFACTURA,2021,2023-06-26
498,20474691986,AURANDINA S.A.C.,ELAB DE OTROS PROD. ALIMENTICIOS.,1549,SANTIAGO DE SURCO,150140,MANUFACTURA,2021,2023-06-26
499,20509376078,ETANFOR S.A.,ELAB DE OTROS PROD. ALIMENTICIOS.,1549,ATE,150103,MANUFACTURA,2021,2023-06-26
501,20102306598,VISTONY COMPAIA INDUSTRIAL DEL PERU SOCIEDAD ANONIMA CERRADA,FAB. PROD.  REFINACION DEL PETROLEO.,2320,ANCON,150102,MANUFACTURA,2021,2023-06-26
503,20464265504,FERROSALT S.A.,FAB. DE SUSTANCIAS QUIMICAS BASICAS.,2411,LURIN,150119,MANUFACTURA,2021,2023-06-26
505,20100295891,INDUSTRIAL Y COMERCIAL QUIMICA ANDINA S.A.C.,FAB. DE SUSTANCIAS QUIMICAS BASICAS.,2411,ATE,150103,MANUFACTURA,2021,2023-06-26
507,20517448533,SULFATOS EN GENERAL Y DERIVADOS S.R.L. - SULGEYDER S.R.L.,FAB. DE SUSTANCIAS QUIMICAS BASICAS.,2411,COMAS,150110,MANUFACTURA,2021,2023-06-26
508,20544190408,IMPORTACIONES AGAF S.A.C,ACTIVIDADES DE IMPRESION.,2221,SAN MARTIN DE PORRES,150135,MANUFACTURA,2021,2023-06-26
509,20517374661,GRUPO LA REPUBLICA PUBLICACIONES S.A.,ACTIVIDADES DE IMPRESION.,2221,LIMA,150101,MANUFACTURA,2021,2023-06-26
510,20523985681,ORINDALE PROPERTIES PERU S.A.C.,ELAB. PROD. DE PANADERIA.,1541,PUENTE PIEDRA,150125,MANUFACTURA,2021,2023-06-26
512,20433306083,FOUSCAS TRADING EIRL,ELAB. PROD. DE PANADERIA.,1541,SAN MARTIN DE PORRES,150135,MANUFACTURA,2021,2023-06-26
513,20523318978,PASTELERIA FINA GMR SOCIEDAD ANONIMA CERRADA,ELAB. PROD. DE PANADERIA.,1541,SANTIAGO DE SURCO,150140,MANUFACTURA,2021,2023-06-26
515,20601989108,CORPORACION EXCELLENT S.A.C.,ELAB. PROD. DE PANADERIA.,1541,CHORRILLOS,150108,MANUFACTURA,2021,2023-06-26
517,20126426870,BOMBONERIA DI PERUGIA S.A.C.,ELAB. CACAO CHOCOLATE Y CONFIT.,1543,SAN MIGUEL,150136,MANUFACTURA,2021,2023-06-26
518,20258908849,CONFITECA DEL PERU S.A.,ELAB. CACAO CHOCOLATE Y CONFIT.,1543,CHORRILLOS,150108,MANUFACTURA,2021,2023-06-26
519,20514584789,COMPAIA NACIONAL DE CHOCOLATES DE PERU S.A.,ELAB. CACAO CHOCOLATE Y CONFIT.,1543,LIMA,150101,MANUFACTURA,2021,2023-06-26
522,20415094656,F Y D INVERSIONES S.A.C.,ELAB. CACAO CHOCOLATE Y CONFIT.,1543,BARRANCO,150104,MANUFACTURA,2021,2023-06-26
523,20101088295,COMERCIAL ALIMENTICIA S.A.C.,ELAB. CACAO CHOCOLATE Y CONFIT.,1543,SAN ISIDRO,150131,MANUFACTURA,2021,2023-06-26
524,20119546851,CORPORACION ADC SOCIEDAD ANONIMA CERRADA,ELAB. MACARRONES FIDEOS Y OTROS.,1544,LA VICTORIA,150115,MANUFACTURA,2021,2023-06-26
525,20303063413,ANITA FOOD SA,ELAB. MACARRONES FIDEOS Y OTROS.,1544,SANTA ANITA,150137,MANUFACTURA,2021,2023-06-26
526,20100286981,FABRICA DE FIDEOS EL TRIUNFO S A,ELAB. MACARRONES FIDEOS Y OTROS.,1544,BREÑA,150105,MANUFACTURA,2021,2023-06-26
527,20101628664,FABRICA DE FIDEOS LA PASTA E.I.R.L.,ELAB. MACARRONES FIDEOS Y OTROS.,1544,ATE,150103,MANUFACTURA,2021,2023-06-26
528,20518634373,R.A.M. INDUSTRIES S.A.C.,ELAB DE OTROS PROD. ALIMENTICIOS.,1549,MAGDALENA DEL MAR,150120,MANUFACTURA,2021,2023-06-26
529,20601261031,CORPORACION ALIMENTARIA SUIZA S.A.C. - CORALIZA SAC,ELAB DE OTROS PROD. ALIMENTICIOS.,1549,SANTA ANITA,150137,MANUFACTURA,2021,2023-06-26
531,20420039728,CORPORACION TDN S.A.C.,ELAB DE OTROS PROD. ALIMENTICIOS.,1549,LURIGANCHO,150118,MANUFACTURA,2021,2023-06-26
532,20101396437,SERVICIOS GRAFICOS CALLAO SOCIEDAD ANONIMA CERRADA,ACTIVIDADES DE IMPRESION.,2221,SAN MIGUEL,150136,MANUFACTURA,2021,2023-06-26
533,20544680081,CORPORACION GRAFICA UNIVERSAL S.A.C.,ACTIVIDADES DE IMPRESION.,2221,ATE,150103,MANUFACTURA,2021,2023-06-26
534,20601502624,AGUIRRE'S GROUP SOCIEDAD ANONIMA CERRADA - AGUIRRE'S GROUP S.A.C.,ACTIVIDADES DE IMPRESION.,2221,BREÑA,150105,MANUFACTURA,2021,2023-06-26
536,20562727711,ALIOVO SOCIEDAD ANONIMA CERRADA-ALIOVO SAC,ELAB DE OTROS PROD. ALIMENTICIOS.,1549,CHORRILLOS,150108,MANUFACTURA,2021,2023-06-26
537,20546793517,WESTPHALIA ALIMENTOS SOCIEDAD ANONIMA CERRADA - WESTPHALIA S.A.C.,ELAB DE OTROS PROD. ALIMENTICIOS.,1549,VILLA EL SALVADOR,150142,MANUFACTURA,2021,2023-06-26
538,20523696905,PHARMA ACCOUNT S.A.C.,ELAB DE OTROS PROD. ALIMENTICIOS.,1549,SANTIAGO DE SURCO,150140,MANUFACTURA,2021,2023-06-26
541,20563120135,FRUTAROM PERU S.A.,FAB. DE SUSTANCIAS QUIMICAS BASICAS.,2411,SANTA ANITA,150137,MANUFACTURA,2021,2023-06-26
543,20338570041,LINDE PERU S.R.L.,FAB. DE SUSTANCIAS QUIMICAS BASICAS.,2411,MIRAFLORES,150122,MANUFACTURA,2021,2023-06-26
545,20505960361,OTERRA S.A.,FAB. DE SUSTANCIAS QUIMICAS BASICAS.,2411,ATE,150103,MANUFACTURA,2021,2023-06-26
546,20521626021,CENTER QUIMICA S.A.C.,FAB. DE SUSTANCIAS QUIMICAS BASICAS.,2411,SAN JUAN DE LURIGANCHO,150132,MANUFACTURA,2021,2023-06-26
547,20110366605,ACEITES ESENCIALES DEL PERU S.A.C.,FAB. DE SUSTANCIAS QUIMICAS BASICAS.,2411,SAN ISIDRO,150131,MANUFACTURA,2021,2023-06-26
548,20196722808,STOLLER PERU S.A.,FAB. ABONO  Y COMP. DE NITROGENO.,2412,MAGDALENA DEL MAR,150120,MANUFACTURA,2021,2023-06-26
549,20601327326,BIOAGRI LIFE SCIENCES SOCIEDAD ANONIMA CERRADA - BIOAGRI LIFE SCIENCES S.A.C.,FAB. ABONO  Y COMP. DE NITROGENO.,2412,MIRAFLORES,150122,MANUFACTURA,2021,2023-06-26
550,20337935029,INDUSTRIA TECNOLOGICA AGRICOLA DEL PERU S.A.,FAB. ABONO  Y COMP. DE NITROGENO.,2412,LA MOLINA,150114,MANUFACTURA,2021,2023-06-26
551,20459277332,QUIAGRAL S.A.C.,FAB. ABONO  Y COMP. DE NITROGENO.,2412,SANTIAGO DE SURCO,150140,MANUFACTURA,2021,2023-06-26
552,20100448123,TERMOENCOGIBLES DEL PERU S A,FAB. DE PLASTICOS Y DE CAUCHO.,2413,LINCE,150116,MANUFACTURA,2021,2023-06-26
555,20208423003,SALES Y DERIVADOS DE COBRE SA,FAB. DE PLAGUICIDAS Y OTROS PROD. QUIM.,2421,PUENTE PIEDRA,150125,MANUFACTURA,2021,2023-06-26
556,20307150981,TECNOLOGIA QUIMICA Y COMERCIO S.A.,FAB. DE PLAGUICIDAS Y OTROS PROD. QUIM.,2421,ATE,150103,MANUFACTURA,2021,2023-06-26
558,20548977585,CODELPA PERU S.A.C.,FAB. DE PINTURAS Y BARNICES.,2422,LIMA,150101,MANUFACTURA,2021,2023-06-26
559,20512261940,PERUPAINT SOCIEDAD ANONIMA CERRADA- PERUPAINT S.A.C.,FAB. DE PINTURAS Y BARNICES.,2422,VILLA EL SALVADOR,150142,MANUFACTURA,2021,2023-06-26
561,20305875296,FLINT GROUP PERU S.A.,FAB. DE PINTURAS Y BARNICES.,2422,SAN JUAN DE LURIGANCHO,150132,MANUFACTURA,2021,2023-06-26
562,20603981538,PINTURAS Y SOLVENTES ESPINOZA S.A.C.,FAB. DE PINTURAS Y BARNICES.,2422,CARABAYLLO,150106,MANUFACTURA,2021,2023-06-26
563,20510274009,ECOLAB PERU HOLDINGS S.R.L.,FAB. JABONES Y DETERGENTES.,2424,MIRAFLORES,150122,MANUFACTURA,2021,2023-06-26
564,20543046095,ECO CLEAN PERU S.R.L.,FAB. JABONES Y DETERGENTES.,2424,VILLA EL SALVADOR,150142,MANUFACTURA,2021,2023-06-26
565,20335315759,PLUS COSMETICA SOCIEDAD ANONIMA - PLUS COSMETICA S.A.,FAB. JABONES Y DETERGENTES.,2424,LOS OLIVOS,150117,MANUFACTURA,2021,2023-06-26
566,20100102413,UNIQUE S.A.,FAB. JABONES Y DETERGENTES.,2424,SAN ISIDRO,150131,MANUFACTURA,2021,2023-06-26
567,20553463484,BLENDING & LOGISTICS PERU S.A.C.,FAB. DE OTROS PROD. QUIMICOS NEOP.,2429,SANTIAGO DE SURCO,150140,MANUFACTURA,2021,2023-06-26
568,20552611307,ARCHROMA PERU S.A.,FAB. DE OTROS PROD. QUIMICOS NEOP.,2429,LURIN,150119,MANUFACTURA,2021,2023-06-26
569,20144061587,INDUSTRIAS SUAREZ S.A.,FAB. DE OTROS PROD. QUIMICOS NEOP.,2429,COMAS,150110,MANUFACTURA,2021,2023-06-26
570,20513423641,INDUSTRIAS MAPAR SOCIEDAD ANONIMA CERRADA,FAB. DE OTROS PROD. QUIMICOS NEOP.,2429,LIMA,150101,MANUFACTURA,2021,2023-06-26
571,20293623431,CLARIANT (PERU) S.A.,FAB. DE OTROS PROD. QUIMICOS NEOP.,2429,SAN ISIDRO,150131,MANUFACTURA,2021,2023-06-26
572,20333931304,PINTURAS BICOLOR S.A.C.,FAB. DE OTROS PROD. QUIMICOS NEOP.,2429,PUENTE PIEDRA,150125,MANUFACTURA,2021,2023-06-26
574,20519212162,INDUSTRIAS IGGAM S.A.C.,FAB. DE OTROS PROD. QUIMICOS NEOP.,2429,LIMA,150101,MANUFACTURA,2021,2023-06-26
575,20517242161,ADITIVOS ESPECIALES S.A.C,FAB. DE OTROS PROD. QUIMICOS NEOP.,2429,VILLA MARIA DEL TRIUNFO,150143,MANUFACTURA,2021,2023-06-26
576,20506453047,CHEMTRADE S.A.C.,FAB. DE OTROS PROD. QUIMICOS NEOP.,2429,SAN ISIDRO,150131,MANUFACTURA,2021,2023-06-26
577,20100588642,HIDROQUIMICA INDUSTRIAL S.A,FAB. DE OTROS PROD. QUIMICOS NEOP.,2429,SANTIAGO DE SURCO,150140,MANUFACTURA,2021,2023-06-26
578,20100094135,EXSA S A,FAB. DE OTROS PROD. QUIMICOS NEOP.,2429,SAN ISIDRO,150131,MANUFACTURA,2021,2023-06-26
579,20606947349,CORPORACION QUIMICA MILSA E.I.R.L.,FAB. DE OTROS PROD. QUIMICOS NEOP.,2429,PUENTE PIEDRA,150125,MANUFACTURA,2021,2023-06-26
581,20388203111,NCH PERU S.A,FAB. DE OTROS PROD. QUIMICOS NEOP.,2429,LURIN,150119,MANUFACTURA,2021,2023-06-26
582,20100265550,CHEM MASTERS DEL PERU SA.,FAB. DE OTROS PROD. QUIMICOS NEOP.,2429,LIMA,150101,MANUFACTURA,2021,2023-06-26
583,20100459672,AROMAS DEL PERU SA,FAB. DE OTROS PROD. QUIMICOS NEOP.,2429,LOS OLIVOS,150117,MANUFACTURA,2021,2023-06-26
584,20252814036,CHEMIFABRIK PERU SOCIEDAD ANONIMA CERRADA - CHEMIFABRIK,FAB. DE OTROS PROD. QUIMICOS NEOP.,2429,SANTA ANITA,150137,MANUFACTURA,2021,2023-06-26
585,20515418041,PEGSA INDUSTRIAL SAC,FAB. DE OTROS PROD. QUIMICOS NEOP.,2429,VILLA EL SALVADOR,150142,MANUFACTURA,2021,2023-06-26
587,20134294303,MAXAM PERU S.A.C.,FAB. DE OTROS PROD. QUIMICOS NEOP.,2429,MIRAFLORES,150122,MANUFACTURA,2021,2023-06-26
588,20554387498,COMERCIALIZADORA DE INSUMOS SANTA ANGELICA S.A.C.,FAB. DE OTROS PROD. QUIMICOS NEOP.,2429,SAN JUAN DE LURIGANCHO,150132,MANUFACTURA,2021,2023-06-26
589,20254305066,SIKA PERU S.A.C.,FAB. DE OTROS PROD. QUIMICOS NEOP.,2429,LURIN,150119,MANUFACTURA,2021,2023-06-26
590,20501820025,QUIMICA MARTELL S.A.C.,FAB. DE OTROS PROD. QUIMICOS NEOP.,2429,COMAS,150110,MANUFACTURA,2021,2023-06-26
591,20508916664,SPUMAX PERU E.I.R.L.,FAB. DE FIBRAS SINTETICAS O ARTIFIC.,2430,LURIGANCHO,150118,MANUFACTURA,2021,2023-06-26
592,20393004941,CORPORACION PROPLAST BARRERA S.A.C.,FAB. DE FIBRAS SINTETICAS O ARTIFIC.,2430,ATE,150103,MANUFACTURA,2021,2023-06-26
594,20100065038,RESINPLAST S.A.,FAB. DE FIBRAS SINTETICAS O ARTIFIC.,2430,ATE,150103,MANUFACTURA,2021,2023-06-26
595,20101269834,TEVA PERU S.A.,FAB. DE PROD. FARMACEUTICOS.,2423,ATE,150103,MANUFACTURA,2021,2023-06-26
596,20100284937,EUROFARMA PERU S.A.C.,FAB. DE PROD. FARMACEUTICOS.,2423,BREÑA,150105,MANUFACTURA,2021,2023-06-26
597,20513578416,FARMACEUTICA OTARVASQ SOCIEDAD ANONIMA CERRADA,FAB. DE PROD. FARMACEUTICOS.,2423,SANTA ANITA,150137,MANUFACTURA,2021,2023-06-26
598,20492673804,LABORATORIOS  LABODEC  S.A.C.,FAB. DE PROD. FARMACEUTICOS.,2423,ATE,150103,MANUFACTURA,2021,2023-06-26
599,20101364152,LABORATORIOS INDUQUIMICA S.A,FAB. DE PROD. FARMACEUTICOS.,2423,CHORRILLOS,150108,MANUFACTURA,2021,2023-06-26
600,20100287791,INSTITUTO QUIMIOTERAPICO S A,FAB. DE PROD. FARMACEUTICOS.,2423,ATE,150103,MANUFACTURA,2021,2023-06-26
601,20101348203,LABORATORIO FARMACEUTICO SAN JOAQUIN-ROXFARMA SOCIEDAD ANONIMA,FAB. DE PROD. FARMACEUTICOS.,2423,LOS OLIVOS,150117,MANUFACTURA,2021,2023-06-26
602,20100331285,ILENDER PERU S.A,FAB. DE PROD. FARMACEUTICOS.,2423,SAN ISIDRO,150131,MANUFACTURA,2021,2023-06-26
603,20501543277,ALKOFARMA E.I.R.L.,FAB. DE PROD. FARMACEUTICOS.,2423,SAN MARTIN DE PORRES,150135,MANUFACTURA,2021,2023-06-26
604,20605325387,DEMEZ E.I.R.L.,FAB. DE PROD. FARMACEUTICOS.,2423,LA MOLINA,150114,MANUFACTURA,2021,2023-06-26
605,20250406941,AGROVET MARKET S.A,FAB. DE PROD. FARMACEUTICOS.,2423,SAN LUIS,150134,MANUFACTURA,2021,2023-06-26
606,20255361695,LABORATORIOS AMERICANOS S.A.,FAB. DE PROD. FARMACEUTICOS.,2423,SAN LUIS,150134,MANUFACTURA,2021,2023-06-26
607,20100309867,KIKKO CORPORATION S.A.,ELAB DE OTROS PROD. ALIMENTICIOS.,1549,ATE,150103,MANUFACTURA,2021,2023-06-26
608,20474807101,ALITECNO S.A.C.,ELAB DE OTROS PROD. ALIMENTICIOS.,1549,CHORRILLOS,150108,MANUFACTURA,2021,2023-06-26
609,20331955249,LEVAPAN DEL PERU S.A.C.,ELAB DE OTROS PROD. ALIMENTICIOS.,1549,SANTA ANITA,150137,MANUFACTURA,2021,2023-06-26
610,20510362048,GINA Y MICHELL S.A.C.,ELAB DE OTROS PROD. ALIMENTICIOS.,1549,CHORRILLOS,150108,MANUFACTURA,2021,2023-06-26
611,20523273265,MIRANDA - LANGA AGRO EXPORT S.A.C - MIRANDA - LANGA S.A.C,ELAB DE OTROS PROD. ALIMENTICIOS.,1549,PUEBLO LIBRE,150121,MANUFACTURA,2021,2023-06-26
612,20101618944,PRODUCTOS GAMBRINUS WERNER RIEPL WAHL SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - PRODUCTOS GAM,ELAB DE OTROS PROD. ALIMENTICIOS.,1549,ATE,150103,MANUFACTURA,2021,2023-06-26
613,20101676120,PRODUCTOS ENCURTIDOS S.A.C.,ELAB DE OTROS PROD. ALIMENTICIOS.,1549,ATE,150103,MANUFACTURA,2021,2023-06-26
614,20555368993,PRO NUTRITION PERU S.A.C.,ELAB DE OTROS PROD. ALIMENTICIOS.,1549,CHORRILLOS,150108,MANUFACTURA,2021,2023-06-26
615,20544985788,INVERSIONES ARTIKA SOCIEDAD ANONIMA CERRADA,ELAB DE OTROS PROD. ALIMENTICIOS.,1549,LURIGANCHO,150118,MANUFACTURA,2021,2023-06-26
616,20553825149,PERUFOOD IMPORT S.A.C.,ELAB DE OTROS PROD. ALIMENTICIOS.,1549,LINCE,150116,MANUFACTURA,2021,2023-06-26
617,20100170842,PRODUCTOS EXTRAGEL Y UNIVERSAL S.A.C.,ELAB DE OTROS PROD. ALIMENTICIOS.,1549,SAN LUIS,150134,MANUFACTURA,2021,2023-06-26
618,20549623981,VIA FOODS INGREDIENTES S.A.C.,ELAB DE OTROS PROD. ALIMENTICIOS.,1549,CHORRILLOS,150108,MANUFACTURA,2021,2023-06-26
619,20563732416,GRUPO EMPRESARIAL CORINA SOCIEDAD ANONIMA CERRADA - G.E. CORINA S.A.C.,ELAB. DE PIENSOS PREPARADOS.,1533,LURIGANCHO,150118,MANUFACTURA,2021,2023-06-26
621,20101323634,AGROVET SOCIEDAD ANONIMA,ELAB. DE PIENSOS PREPARADOS.,1533,SAN BORJA,150130,MANUFACTURA,2021,2023-06-26
622,20293242551,KUNTUR COMERCIAL EIRL,ELAB. DE PIENSOS PREPARADOS.,1533,LA MOLINA,150114,MANUFACTURA,2021,2023-06-26
624,20530611681,NUTRITIONAL TECHNOLOGIES S.A.C - NALTECH S.A.C.,ELAB. DE PIENSOS PREPARADOS.,1533,SANTIAGO DE SURCO,150140,MANUFACTURA,2021,2023-06-26
627,20100160707,INDELAT SAC,FAB. OTROS PRODUCTOS DE CAUCHO.,2519,INDEPENDENCIA,150112,MANUFACTURA,2021,2023-06-26
628,20306205855,RESINAS Y QUIMICOS SAC.,FAB. OTROS PRODUCTOS DE CAUCHO.,2519,PUENTE PIEDRA,150125,MANUFACTURA,2021,2023-06-26
630,20308324266,T & T INGENIERIA Y CONSTRUCCION S.A,FAB. DE PRODUCTOS DE PLASTICOS.,2520,MIRAFLORES,150122,MANUFACTURA,2021,2023-06-26
632,20601494095,ADDERA PERU S.A.C.,FAB. DE PRODUCTOS DE PLASTICOS.,2520,SAN ISIDRO,150131,MANUFACTURA,2021,2023-06-26
633,20510843496,MOVA INDUSTRIAL S.A.C.,FAB. DE PRODUCTOS DE PLASTICOS.,2520,ATE,150103,MANUFACTURA,2021,2023-06-26
634,20297088867,PLASTIMIQ S.R.LTDA.,FAB. DE PRODUCTOS DE PLASTICOS.,2520,SAN JUAN DE LURIGANCHO,150132,MANUFACTURA,2021,2023-06-26
635,20508368519,INDUSTRIAS HAWAI S.A.C.,FAB. DE PRODUCTOS DE PLASTICOS.,2520,SAN JUAN DE LURIGANCHO,150132,MANUFACTURA,2021,2023-06-26
636,20330807190,R.T.C.PERU S.R.L.  EN LIQUIDACION,FAB. DE PRODUCTOS DE PLASTICOS.,2520,SANTIAGO DE SURCO,150140,MANUFACTURA,2021,2023-06-26
637,20512217533,MASTERCOL S.A.,FAB. DE PRODUCTOS DE PLASTICOS.,2520,ATE,150103,MANUFACTURA,2021,2023-06-26
639,20100553423,INYECTOPLAST S A,FAB. DE PRODUCTOS DE PLASTICOS.,2520,LIMA,150101,MANUFACTURA,2021,2023-06-26
640,20508061201,IBEROAMERICANA DE PLASTICOS SAC,FAB. DE PRODUCTOS DE PLASTICOS.,2520,LIMA,150101,MANUFACTURA,2021,2023-06-26
641,20524271690,PLASTICOS SANTO DOMINGO S.A.C.,FAB. DE PRODUCTOS DE PLASTICOS.,2520,ANCON,150102,MANUFACTURA,2021,2023-06-26
642,20389748669,DALKA S.A.C.,FAB. DE PRODUCTOS DE PLASTICOS.,2520,LURIN,150119,MANUFACTURA,2021,2023-06-26
644,20506231656,TECNOLOGIA EN MAQUINAS Y HERRAMIENTAS SAC,FAB. DE PRODUCTOS DE PLASTICOS.,2520,LURIGANCHO,150118,MANUFACTURA,2021,2023-06-26
645,20600082915,SAMPLAST S.A.C.,FAB. DE PRODUCTOS DE PLASTICOS.,2520,SAN JUAN DE LURIGANCHO,150132,MANUFACTURA,2021,2023-06-26
646,20604819289,ECOINTEGRITY S.A.C.,FAB. DE PRODUCTOS DE PLASTICOS.,2520,MIRAFLORES,150122,MANUFACTURA,2021,2023-06-26
647,20474252800,M.R. INVERSIONES GENERALES S..R.L.,FAB. DE PRODUCTOS DE PLASTICOS.,2520,SAN JUAN DE LURIGANCHO,150132,MANUFACTURA,2021,2023-06-26
648,20503386730,FILM PACK S.A.C.,FAB. DE PRODUCTOS DE PLASTICOS.,2520,LURIGANCHO,150118,MANUFACTURA,2021,2023-06-26
649,20553081280,FAR-PLAST S.A.C.,FAB. DE PRODUCTOS DE PLASTICOS.,2520,ANCON,150102,MANUFACTURA,2021,2023-06-26
650,20521663147,CARDSILPLAST S.A.C.,FAB. DE PRODUCTOS DE PLASTICOS.,2520,LURIGANCHO,150118,MANUFACTURA,2021,2023-06-26
652,20602536522,IBEROPLAST S.A.C.,FAB. DE PRODUCTOS DE PLASTICOS.,2520,SAN ISIDRO,150131,MANUFACTURA,2021,2023-06-26
654,20511313717,MEGAPACK GROUP SOCIEDAD ANONIMA CERRADA,FAB. DE PRODUCTOS DE PLASTICOS.,2520,LURIN,150119,MANUFACTURA,2021,2023-06-26
655,20508416262,GRUPO INDECOEL SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - GRUPO INDECOEL S.R.L.,FAB. DE PRODUCTOS DE PLASTICOS.,2520,SAN JUAN DE LURIGANCHO,150132,MANUFACTURA,2021,2023-06-26
656,20100083524,CARLOS KOCH PRATTES S A,FAB. DE PRODUCTOS DE PLASTICOS.,2520,LA VICTORIA,150115,MANUFACTURA,2021,2023-06-26
657,20601616581,SAN MIGUEL TAPAS PERU S.A.C.,FAB. DE PRODUCTOS DE PLASTICOS.,2520,LIMA,150101,MANUFACTURA,2021,2023-06-26
658,20518592786,ENVOLTURAS PERU S.A.C.,FAB. DE PRODUCTOS DE PLASTICOS.,2520,SAN MARTIN DE PORRES,150135,MANUFACTURA,2021,2023-06-26
659,20603192576,CORPORACION HERMANOS ORE S.A.C.,FAB. DE PRODUCTOS DE PLASTICOS.,2520,LA VICTORIA,150115,MANUFACTURA,2021,2023-06-26
660,20521690381,ANGEPLAST  S.A.C.,FAB. DE PRODUCTOS DE PLASTICOS.,2520,LURIGANCHO,150118,MANUFACTURA,2021,2023-06-26
661,20552691734,SAPISCO COMERCIAL S.A.C.,FAB. DE PRODUCTOS DE PLASTICOS.,2520,SANTIAGO DE SURCO,150140,MANUFACTURA,2021,2023-06-26
662,20500269732,POLIMIQ DEL PERU S.A.C.,FAB. DE PRODUCTOS DE PLASTICOS.,2520,SAN JUAN DE LURIGANCHO,150132,MANUFACTURA,2021,2023-06-26
663,20381721231,M.R. INVERSIONES PERU ALFA SOCIEDAD ANONIMA CERRADA - M.R. INVERSIONES PERU ALFA S.A.C.,FAB. DE PRODUCTOS DE PLASTICOS.,2520,SAN JUAN DE LURIGANCHO,150132,MANUFACTURA,2021,2023-06-26
664,20100654025,CORPORACION DE INDUSTRIAS PLASTICAS S A,FAB. DE PRODUCTOS DE PLASTICOS.,2520,ATE,150103,MANUFACTURA,2021,2023-06-26
666,20166376701,CALIDAD PLASTICA S.A.C.,FAB. DE PRODUCTOS DE PLASTICOS.,2520,LIMA,150101,MANUFACTURA,2021,2023-06-26
667,20553476209,TEMPLADOS LIMATAMBO S.A.C.,FAB. VIDRIO Y PROD. DE VIDRIO,2610,SAN JUAN DE LURIGANCHO,150132,MANUFACTURA,2021,2023-06-26
668,20602266771,TRITEMPLEX SOCIEDAD ANONIMA-TRITEMPLEX S.A.,FAB. VIDRIO Y PROD. DE VIDRIO,2610,SANTA ANITA,150137,MANUFACTURA,2021,2023-06-26
669,20492977005,CANOVAS SAC,FAB. VIDRIO Y PROD. DE VIDRIO,2610,SAN ISIDRO,150131,MANUFACTURA,2021,2023-06-26
670,20418528011,HPD CONTRATISTAS GENERALES S.A.C.,FAB. VIDRIO Y PROD. DE VIDRIO,2610,CHORRILLOS,150108,MANUFACTURA,2021,2023-06-26
671,20509862843,AGP PERU S.A.C.,FAB. VIDRIO Y PROD. DE VIDRIO,2610,LIMA,150101,MANUFACTURA,2021,2023-06-26
672,20100132916,CERAMICOS PERUANOS S A,FAB. PROD. CERAMICA NO REFRACT. N. EST.,2691,SAN ISIDRO,150131,MANUFACTURA,2021,2023-06-26
674,20462829737,MEGABANDA S.A.C.,FAB. DE CUBIERTOS DE CAUCHO.,2511,LURIGANCHO,150118,MANUFACTURA,2021,2023-06-26
